theorem,mutant,result,encoding,nunchaku,recovery
Nat.add_comm,0,SAT,6,161,0
Nat.add_comm,1,SAT,12,116,0
Nat.pred_le_iff_le_succ,0,UNKNOWN,98,11127,0
Nat.pred_le_iff_le_succ,1,SAT,15,54,0
Nat.pred_le_iff_le_succ,2,SAT,9,54,0
Nat.pred_le_iff_le_succ,3,SAT,11,504,1
Nat.lt_of_sub_eq_succ,0,SAT,23,54,0
Nat.lt_of_sub_eq_succ,1,SAT,16,54,0
Nat.lt_of_sub_eq_succ,2,SAT,11,54,0
Nat.lt_of_sub_eq_succ,3,UNKNOWN,12,11063,0
Nat.lt_of_sub_eq_succ,4,SAT,18,54,0
Nat.lt_of_sub_eq_succ,5,SAT,19,53,0
Nat.le_of_not_lt,0,SAT,9,505,0
Nat.le_of_not_lt,1,UNSAT,14,54,0
Nat.le_of_not_lt,2,UNSAT,16,54,0
Nat.pred_inj,0,SAT,14,555,1
Nat.pred_inj,1,SAT,25,55,0
Nat.pred_inj,2,SAT,20,54,0
Nat.pred_inj,3,UNSAT,11,104,0
Nat.pred_inj,4,UNSAT,21,55,1
Nat.pred_inj,5,UNSAT,15,54,0
Nat.add_one_le_add_one_iff,0,SAT,18,107,0
Nat.add_one_le_add_one_iff,1,SAT,27,108,0
Nat.add_one_le_add_one_iff,2,SAT,33,111,0
Nat.lt_or_lt_of_ne,0,SAT,27,107,0
Nat.lt_or_lt_of_ne,1,SAT,28,109,0
Nat.lt_or_lt_of_ne,2,SAT,36,112,0
Nat.lt_or_lt_of_ne,3,SAT,37,110,0
Nat.lt_or_lt_of_ne,4,SAT,48,111,0
Nat.le_or_eq_of_le_succ,0,SAT,36,112,0
Nat.le_or_eq_of_le_succ,1,UNSAT,46,1070,0
Nat.le_or_eq_of_le_succ,2,SAT,16,56,0
Nat.le_or_eq_of_le_succ,3,UNSAT,15,555,0
Nat.not_beq_eq_true_eq,0,SAT,3,55,0
Nat.not_beq_eq_true_eq,1,SAT,2,55,0
Nat.le_of_add_right_le,0,SAT,13,55,1
Nat.le_of_add_right_le,1,UNSAT,23,57,0
Nat.le_of_add_right_le,2,UNSAT,18,55,0
Nat.le_of_add_right_le,3,SAT,18,106,0
Nat.le_of_add_right_le,4,UNKNOWN,27,11075,0
Nat.sub_one_add_one_eq_of_pos,0,SAT,2,54,0
Nat.add_le_add,0,SAT,10,56,0
Nat.add_le_add,1,SAT,11,605,0
Nat.add_le_add,2,SAT,14,54,1
Nat.add_le_add,3,SAT,16,554,0
Nat.add_le_add,4,SAT,18,455,0
Nat.add_le_add,5,UNKNOWN,12,11068,0
Nat.add_le_add,6,SAT,20,54,0
Nat.add_le_add,7,SAT,14,54,0
Nat.add_le_add,8,UNKNOWN,11,11070,0
Nat.add_le_add,9,UNKNOWN,11,11066,0
Nat.add_le_add,10,SAT,18,54,0
Nat.add_le_add,11,UNKNOWN,12,11067,0
Nat.add_le_add,12,SAT,21,54,0
Nat.add_le_add,13,SAT,17,54,0
Nat.sub_eq_of_eq_add,0,SAT,2,54,0
Nat.sub_eq_of_eq_add,1,SAT,2,806,0
Nat.sub_eq_of_eq_add,2,SAT,3,55,1
Nat.sub_eq_of_eq_add,3,SAT,3,54,0
Nat.sub_eq_of_eq_add,4,SAT,3,54,0
Nat.sub_eq_of_eq_add,5,SAT,4,57,0
Nat.sub_eq_of_eq_add,6,SAT,5,57,0
Nat.lt_pred_iff_succ_lt,0,SAT,28,1216,0
Nat.lt_pred_iff_succ_lt,1,SAT,20,56,0
Nat.lt_pred_iff_succ_lt,2,SAT,17,706,0
Nat.lt_pred_iff_succ_lt,3,SAT,16,55,0
Nat.le_sub_one_iff_lt,0,SAT,14,54,0
Nat.le_sub_one_iff_lt,1,SAT,15,55,0
Nat.le_sub_one_iff_lt,2,SAT,19,55,0
Nat.le_sub_one_iff_lt,3,SAT,21,59,0
Nat.le_sub_one_iff_lt,4,SAT,20,58,0
Nat.instNeZeroHPow,0,SAT,16,216,1
Nat.instNeZeroHPow,1,UNKNOWN,25,10337,0
Nat.instNeZeroHPow,2,UNKNOWN,9,10315,0
Nat.le_zero,0,SAT,17,505,0
Nat.lt_of_lt_of_eq,0,SAT,12,55,0
Nat.lt_of_lt_of_eq,1,SAT,11,55,0
Nat.lt_of_lt_of_eq,2,SAT,11,55,0
Nat.lt_of_lt_of_eq,3,SAT,12,55,0
Nat.lt_of_lt_of_eq,4,SAT,14,808,0
Nat.lt_of_lt_of_eq,5,UNSAT,14,54,1
Nat.lt_of_lt_of_eq,6,SAT,22,57,0
Nat.sub_pos_of_lt,0,SAT,27,57,0
Nat.sub_pos_of_lt,1,SAT,27,108,0
Nat.sub_pos_of_lt,2,SAT,35,1115,0
Nat.sub_pos_of_lt,3,SAT,23,55,0
Nat.pos_of_ne_zero,0,SAT,14,555,1
Nat.pos_of_ne_zero,1,SAT,21,55,0
Nat.lt_add_of_pos_left,0,SAT,17,55,0
Nat.lt_add_of_pos_left,1,SAT,15,105,0
Nat.lt_add_of_pos_left,2,SAT,19,107,0
Nat.lt_add_of_pos_left,3,SAT,33,106,1
Nat.add_lt_add_right,0,SAT,32,108,0
Nat.add_lt_add_right,1,SAT,37,162,0
Nat.add_lt_add_right,2,SAT,47,110,0
Nat.add_lt_add_right,3,SAT,34,1115,1
Nat.add_lt_add_right,4,SAT,18,156,0
Nat.add_lt_add_right,5,SAT,16,55,0
Nat.add_lt_add_right,6,SAT,14,54,0
Nat.add_lt_add_right,7,SAT,15,907,1
Nat.sub_one_add_one,0,SAT,5,56,0
Nat.add_mul,0,SAT,4,55,0
Nat.add_mul,1,SAT,2,755,0
Nat.add_mul,2,SAT,5,58,0
Nat.add_mul,3,SAT,5,105,0
Nat.add_mul,4,SAT,3,154,0
Nat.add_mul,5,SAT,2,155,0
Nat.le_add_right,0,UNKNOWN,27,11073,0
Nat.le_add_right,1,UNKNOWN,11,11067,0
Nat.lt_succ,0,SAT,18,54,0
Nat.lt_succ,1,SAT,19,704,0
Nat.lt_succ,2,SAT,18,455,0
Nat.lt_succ,3,SAT,18,54,0
Nat.lt_add_one_iff,0,SAT,14,53,0
Nat.lt_add_one_iff,1,SAT,11,105,0
Nat.lt_add_one_iff,2,SAT,17,56,0
Nat.lt_add_one_iff,3,SAT,21,57,0
Nat.two_pow_pos,0,SAT,28,57,0
Nat.sub_lt_sub_right,0,SAT,22,56,0
Nat.sub_lt_sub_right,1,SAT,31,58,0
Nat.sub_lt_sub_right,2,UNKNOWN,35,11090,0
Nat.sub_lt_sub_right,3,UNKNOWN,11,11079,0
Nat.sub_lt_sub_right,4,SAT,16,54,0
Nat.sub_lt_sub_right,5,UNKNOWN,10,11076,0
Nat.sub_lt_sub_right,6,SAT,12,455,0
Nat.sub_lt_sub_right,7,SAT,19,53,0
Nat.sub_lt_sub_right,8,SAT,15,53,0
Nat.pow_left_inj,0,SAT,3,704,0
Nat.pow_left_inj,1,SAT,7,56,0
Nat.pow_left_inj,2,SAT,3,55,0
Nat.pow_left_inj,3,SAT,5,55,1
Nat.pow_left_inj,4,SAT,4,54,0
Nat.pow_left_inj,5,SAT,4,55,0
Nat.pow_left_inj,6,SAT,5,808,0
Nat.pow_left_inj,7,SAT,5,54,1
Nat.le_or_eq_of_le_add_one,0,SAT,12,505,1
Nat.le_or_eq_of_le_add_one,1,UNSAT,15,54,0
Nat.le_or_eq_of_le_add_one,2,UNSAT,13,54,0
Nat.le_or_eq_of_le_add_one,3,SAT,11,54,0
Nat.pow_add_one,0,SAT,3,54,0
Nat.pow_add_one,1,SAT,2,705,1
Nat.beq_eq,0,SAT,6,56,0
Nat.beq_eq,1,SAT,3,55,0
Nat.beq_eq,2,UNKNOWN,2,10272,0
Nat.two_pos,0,SAT,13,54,0
Nat.sub_one_mul,0,SAT,3,505,0
Nat.sub_one_mul,1,SAT,4,55,0
Nat.exists_eq_succ_of_ne_zero,0,SAT,6,111,0
Nat.le_of_sub_eq_zero,0,SAT,15,605,1
Nat.le_of_sub_eq_zero,1,UNSAT,15,55,0
Nat.le_of_sub_eq_zero,2,UNSAT,18,55,0
Nat.pos_iff_ne_zero,0,SAT,14,55,0
Nat.pos_iff_ne_zero,1,SAT,27,57,0
Nat.sub_le_sub_iff_right,0,SAT,29,57,0
Nat.sub_le_sub_iff_right,1,SAT,31,1061,0
Nat.sub_le_sub_iff_right,2,SAT,14,55,0
Nat.sub_le_sub_iff_right,3,SAT,13,54,0
Nat.sub_le_sub_iff_right,4,SAT,13,54,0
Nat.sub_le_sub_iff_right,5,SAT,15,105,1
Nat.sub_le_sub_iff_right,6,SAT,26,858,0
Nat.sub_le_sub_iff_right,7,SAT,14,55,0
Nat.sub_eq,0,SAT,3,54,0
Nat.sub_eq,1,UNSAT,2,54,0
Nat.sub_eq,2,SAT,2,55,0
Nat.pow_le_pow_left,0,SAT,15,155,0
Nat.pow_le_pow_left,1,SAT,31,1165,0
Nat.pow_le_pow_left,2,SAT,12,54,0
Nat.pow_le_pow_left,3,SAT,11,54,0
Nat.pow_le_pow_left,4,UNSAT,13,54,0
Nat.pow_le_pow_left,5,UNSAT,21,55,0
Nat.pow_le_pow_left,6,SAT,20,1362,0
Nat.lt_pred_of_succ_lt,0,SAT,12,54,0
Nat.lt_pred_of_succ_lt,1,SAT,13,54,0
Nat.lt_pred_of_succ_lt,2,SAT,12,54,0
Nat.lt_pred_of_succ_lt,3,SAT,13,105,0
Nat.sub_lt_right_of_lt_add,0,SAT,29,56,1
Nat.sub_lt_right_of_lt_add,1,SAT,29,911,0
Nat.sub_lt_right_of_lt_add,2,SAT,16,55,0
Nat.sub_lt_right_of_lt_add,3,SAT,17,54,0
Nat.sub_lt_right_of_lt_add,4,SAT,15,309,0
Nat.sub_lt_right_of_lt_add,5,SAT,23,157,0
Nat.sub_lt_right_of_lt_add,6,UNKNOWN,35,11081,0
Nat.sub_lt_right_of_lt_add,7,SAT,11,53,0
Nat.sub_lt_right_of_lt_add,8,UNKNOWN,11,11074,0
Nat.succ_sub,0,SAT,3,54,0
Nat.succ_sub,1,SAT,11,555,0
Nat.succ_sub,2,SAT,21,54,0
Nat.lt_of_add_one_le,0,SAT,15,54,0
Nat.lt_of_add_one_le,1,SAT,11,54,0
Nat.lt_of_add_one_le,2,SAT,12,54,0
Nat.lt_of_add_one_le,3,SAT,17,55,0
Nat.eq_iff_le_and_ge,0,SAT,22,56,0
Nat.eq_iff_le_and_ge,1,SAT,25,58,0
Nat.eq_iff_le_and_ge,2,SAT,27,57,0
Nat.sub_one_lt_of_lt,0,SAT,32,916,0
Nat.sub_one_lt_of_lt,1,SAT,18,55,0
Nat.sub_one_lt_of_lt,2,UNKNOWN,16,11079,0
Nat.add_right_cancel,0,SAT,2,407,0
Nat.add_right_cancel,1,UNSAT,5,56,0
Nat.add_right_cancel,2,UNSAT,4,55,0
Nat.add_right_cancel,3,SAT,2,54,0
Nat.add_right_cancel,4,SAT,1,53,1
Nat.le_add_of_sub_le,0,SAT,14,54,0
Nat.le_add_of_sub_le,1,UNKNOWN,15,11083,0
Nat.le_add_of_sub_le,2,UNKNOWN,16,10277,1
Nat.le_add_of_sub_le,3,UNKNOWN,18,10274,0
Nat.le_add_of_sub_le,4,UNKNOWN,19,11081,0
Nat.le_add_of_sub_le,5,SAT,9,54,0
Nat.le_add_of_sub_le,6,SAT,18,53,0
Nat.succ_le_succ_iff,0,SAT,9,54,0
Nat.succ_le_succ_iff,1,SAT,9,53,0
Nat.succ_le_succ_iff,2,SAT,15,54,0
Nat.not_le_eq,0,SAT,18,55,0
Nat.not_le_eq,1,SAT,21,56,0
Nat.le_of_mul_le_mul_left,0,SAT,26,58,0
Nat.le_of_mul_le_mul_left,1,SAT,40,57,0
Nat.le_of_mul_le_mul_left,2,UNSAT,35,107,1
Nat.le_of_mul_le_mul_left,3,SAT,43,562,0
Nat.le_of_mul_le_mul_left,4,UNSAT,35,58,0
Nat.le_of_mul_le_mul_left,5,SAT,18,106,0
Nat.add_left_cancel,0,SAT,2,57,1
Nat.add_left_cancel,1,SAT,5,57,0
Nat.add_left_cancel,2,SAT,5,57,0
Nat.add_left_cancel,3,UNSAT,4,57,0
Nat.add_left_cancel,4,UNSAT,4,58,0
Nat.add_sub_cancel,0,SAT,7,58,0
Nat.add_sub_cancel,1,SAT,7,65,0
Nat.le_pred_iff_lt,0,SAT,34,109,0
Nat.le_pred_iff_lt,1,SAT,38,110,0
Nat.le_pred_iff_lt,2,SAT,29,108,1
Nat.le_pred_iff_lt,3,SAT,36,115,0
Nat.le_pred_iff_lt,4,SAT,38,1167,1
Nat.zero_lt_two,0,SAT,16,55,0
Nat.le.dest,0,UNKNOWN,2,11082,0
Nat.le.dest,1,UNSAT,17,53,0
Nat.le.dest,2,UNSAT,15,53,0
Nat.le_sub_one_of_lt,0,SAT,10,54,0
Nat.le_sub_one_of_lt,1,SAT,14,106,0
Nat.le_sub_one_of_lt,2,SAT,12,456,0
Nat.succ_inj,0,SAT,3,55,1
Nat.succ_inj,1,SAT,2,56,0
Nat.succ_inj,2,SAT,1,55,0
Nat.add_le_of_le_sub,0,SAT,13,54,0
Nat.add_le_of_le_sub,1,SAT,11,53,1
Nat.add_le_of_le_sub,2,SAT,11,54,0
Nat.add_le_of_le_sub,3,SAT,17,56,0
Nat.add_le_of_le_sub,4,SAT,31,56,1
Nat.add_le_of_le_sub,5,SAT,31,60,0
Nat.add_le_of_le_sub,6,SAT,32,59,0
Nat.add_le_of_le_sub,7,SAT,35,111,0
Nat.add_right_comm,0,SAT,6,111,0
Nat.add_right_comm,1,SAT,6,128,0
Nat.add_right_comm,2,SAT,6,1168,0
Nat.add_right_comm,3,SAT,3,54,0
Nat.add_right_comm,4,SAT,3,56,0
Nat.add_right_comm,5,SAT,2,54,0
Nat.mul_comm,0,SAT,3,55,0
Nat.mul_comm,1,SAT,2,54,1
Nat.le.intro,0,SAT,15,806,0
Nat.le.intro,1,SAT,13,54,1
Nat.le.intro,2,UNSAT,13,53,1
Nat.le.intro,3,UNKNOWN,15,11074,0
Nat.le.intro,4,UNSAT,14,54,0
Nat.le_of_not_ge,0,SAT,14,54,0
Nat.le_of_not_ge,1,UNSAT,10,53,0
Nat.le_of_not_ge,2,UNSAT,11,53,0
Nat.eq_of_lt_succ_of_not_lt,0,SAT,16,55,0
Nat.eq_of_lt_succ_of_not_lt,1,SAT,21,56,0
Nat.eq_of_lt_succ_of_not_lt,2,UNSAT,17,54,0
Nat.eq_of_lt_succ_of_not_lt,3,UNSAT,19,57,0
Nat.succ_add,0,SAT,3,56,0
Nat.succ_add,1,SAT,4,108,0
Nat.lt_or_eq_of_le,0,SAT,56,118,0
Nat.lt_or_eq_of_le,1,SAT,73,164,0
Nat.lt_or_eq_of_le,2,SAT,50,962,1
Nat.lt_or_eq_of_le,3,SAT,18,54,0
Nat.lt_or_eq_of_le,4,SAT,12,55,0
Nat.lt_of_sub_eq_sub_one,0,SAT,15,54,0
Nat.lt_of_sub_eq_sub_one,1,SAT,25,107,0
Nat.lt_of_sub_eq_sub_one,2,SAT,16,105,1
Nat.lt_of_sub_eq_sub_one,3,SAT,22,56,0
Nat.lt_of_sub_eq_sub_one,4,UNKNOWN,26,11080,0
Nat.lt_of_sub_eq_sub_one,5,SAT,16,405,0
Nat.lt_of_succ_lt_succ,0,SAT,16,53,0
Nat.lt_of_succ_lt_succ,1,SAT,11,54,0
Nat.lt_of_succ_lt_succ,2,SAT,13,55,0
Nat.lt_of_succ_lt_succ,3,SAT,17,54,0
Nat.lt_add_one_of_le,0,SAT,13,54,0
Nat.lt_add_one_of_le,1,UNSAT,14,55,0
Nat.lt_add_one_of_le,2,UNSAT,20,809,0
Nat.lt_add_one_of_le,3,SAT,18,54,0
Nat.add_sub_self_right,0,SAT,2,55,0
Nat.add_sub_self_right,1,SAT,2,55,0
Nat.le_add_left_of_le,0,SAT,15,54,0
Nat.le_add_left_of_le,1,UNKNOWN,14,11091,0
Nat.le_add_left_of_le,2,UNKNOWN,13,10223,0
Nat.le_add_left_of_le,3,UNKNOWN,12,11070,1
Nat.le_add_left_of_le,4,UNKNOWN,11,11076,0
Nat.le_add_left_of_le,5,UNKNOWN,21,10223,0
Nat.le_add_left_of_le,6,SAT,11,54,0
Nat.sub_eq_iff_eq_add,0,SAT,3,53,0
Nat.sub_eq_iff_eq_add,1,SAT,12,54,0
Nat.sub_eq_iff_eq_add,2,SAT,11,54,1
Nat.sub_eq_iff_eq_add,3,SAT,14,54,0
Nat.sub_eq_iff_eq_add,4,SAT,25,1010,1
Nat.sub_eq_iff_eq_add,5,SAT,19,54,0
Nat.sub_eq_iff_eq_add,6,SAT,14,53,0
Nat.sub_eq_iff_eq_add,7,SAT,10,54,0
Nat.lt_of_not_ge,0,SAT,12,54,0
Nat.lt_of_not_ge,1,UNKNOWN,24,11073,0
Nat.lt_of_not_ge,2,UNKNOWN,12,11079,0
Nat.lt_of_not_ge,3,UNKNOWN,12,11080,0
Nat.add_left_comm,0,SAT,2,54,1
Nat.add_left_comm,1,SAT,3,456,0
Nat.add_left_comm,2,SAT,4,56,0
Nat.add_left_comm,3,SAT,2,505,0
Nat.add_left_comm,4,SAT,2,505,0
Nat.add_left_comm,5,SAT,3,506,0
Nat.le_eq,0,SAT,11,54,0
Nat.le_eq,1,SAT,10,54,0
Nat.lt_eq,0,SAT,11,54,0
Nat.lt_eq,1,SAT,15,154,1
Nat.lt_eq,2,SAT,25,158,0
Nat.mul_add_one,0,SAT,5,56,0
Nat.mul_add_one,1,SAT,3,858,0
Nat.not_ge_eq,0,UNKNOWN,15,11079,0
Nat.not_ge_eq,1,UNKNOWN,21,11079,0
Nat.lt_of_sub_pos,0,SAT,17,405,0
Nat.lt_of_sub_pos,1,SAT,14,53,0
Nat.lt_of_sub_pos,2,SAT,10,54,0
Nat.lt_of_sub_pos,3,SAT,11,53,0
Nat.one_lt_two,0,SAT,10,53,0
Nat.sub_one_ne_self,0,SAT,2,54,0
Nat.eq_or_lt_of_not_lt,0,SAT,12,54,0
Nat.eq_or_lt_of_not_lt,1,SAT,14,54,0
Nat.eq_or_lt_of_not_lt,2,UNSAT,16,1011,0
Nat.eq_or_lt_of_not_lt,3,SAT,16,505,0
Nat.eq_or_lt_of_not_lt,4,UNSAT,10,54,0
Nat.zero_lt_sub_of_lt,0,SAT,11,54,0
Nat.zero_lt_sub_of_lt,1,SAT,19,555,1
Nat.zero_lt_sub_of_lt,2,SAT,18,54,0
Nat.zero_lt_sub_of_lt,3,SAT,15,54,0
Nat.mul_le_mul_right_iff,0,SAT,12,54,1
Nat.mul_le_mul_right_iff,1,SAT,14,54,0
Nat.mul_le_mul_right_iff,2,SAT,13,54,1
Nat.mul_le_mul_right_iff,3,SAT,21,57,0
Nat.mul_le_mul_right_iff,4,SAT,29,56,1
Nat.mul_le_mul_right_iff,5,SAT,29,210,0
Nat.mul_le_mul_right_iff,6,SAT,47,111,0
Nat.mul_le_mul_right_iff,7,SAT,40,110,0
Nat.blt_eq,0,SAT,70,109,0
Nat.blt_eq,1,SAT,45,110,0
Nat.blt_eq,2,SAT,31,1059,0
Nat.le_of_lt_add_one,0,SAT,16,54,0
Nat.le_of_lt_add_one,1,UNSAT,17,454,0
Nat.le_of_lt_add_one,2,UNSAT,14,54,0
Nat.ge_of_not_lt,0,UNKNOWN,12,7719,1
Nat.ge_of_not_lt,1,UNKNOWN,15,11074,1
Nat.ge_of_not_lt,2,UNKNOWN,12,11076,0
Nat.mul_sub_left_distrib,0,SAT,3,54,0
Nat.mul_sub_left_distrib,1,SAT,4,555,1
Nat.mul_sub_left_distrib,2,SAT,7,56,0
Nat.mul_sub_left_distrib,3,SAT,5,605,0
Nat.mul_sub_left_distrib,4,SAT,5,55,1
Nat.mul_sub_left_distrib,5,SAT,3,54,0
Nat.le_add_right_of_le,0,SAT,9,555,0
Nat.le_add_right_of_le,1,UNKNOWN,15,11071,0
Nat.le_add_right_of_le,2,UNKNOWN,19,11074,0
Nat.le_add_right_of_le,3,SAT,20,54,0
Nat.le_add_right_of_le,4,UNKNOWN,14,10272,0
Nat.le_add_right_of_le,5,UNKNOWN,16,11076,0
Nat.le_add_right_of_le,6,UNKNOWN,10,10272,0
Nat.and_forall_add_one,0,SAT,3,54,0
Nat.sub.elim,0,SAT,11,54,0
Nat.sub.elim,1,SAT,12,6414,0
Nat.sub.elim,2,UNKNOWN,11,11079,0
Nat.sub.elim,3,UNKNOWN,11,11076,0
Nat.max_def,0,UNKNOWN,12,11076,0
Nat.max_def,1,UNKNOWN,16,11070,1
Nat.beq_eq_true_eq,0,SAT,4,56,0
Nat.beq_eq_true_eq,1,SAT,2,55,1
Nat.sub_sub,0,SAT,4,53,1
Nat.sub_sub,1,SAT,2,53,0
Nat.sub_sub,2,SAT,3,54,0
Nat.sub_sub,3,SAT,2,54,0
Nat.sub_sub,4,SAT,4,55,0
Nat.sub_sub,5,SAT,4,856,0
Nat.lt_iff_le_not_le,0,SAT,13,54,0
Nat.lt_iff_le_not_le,1,SAT,16,54,0
Nat.lt_iff_le_not_le,2,SAT,11,554,1
Nat.lt_iff_le_not_le,3,SAT,19,54,0
Nat.or_exists_add_one,0,ERR_ENCODING,2,0,0
Nat.or_exists_add_one,1,ERR_ENCODING,2,0,0
Nat.not_eq_zero_of_lt,0,SAT,1,54,0
Nat.not_eq_zero_of_lt,1,SAT,14,54,0
Nat.lt_add_one_of_lt,0,SAT,16,656,0
Nat.lt_add_one_of_lt,1,SAT,19,455,0
Nat.lt_add_one_of_lt,2,UNSAT,19,53,0
Nat.lt_add_one_of_lt,3,UNSAT,11,54,0
Nat.lt_succ_iff,0,SAT,11,54,0
Nat.lt_succ_iff,1,SAT,23,55,1
Nat.lt_succ_iff,2,SAT,24,56,0
Nat.lt_succ_iff,3,SAT,25,56,0
Nat.succ_mul,0,SAT,5,117,0
Nat.succ_mul,1,SAT,6,159,0
Nat.mul_left_comm,0,SAT,14,1423,0
Nat.mul_left_comm,1,SAT,3,55,0
Nat.mul_left_comm,2,SAT,2,655,0
Nat.mul_left_comm,3,SAT,4,56,0
Nat.mul_left_comm,4,SAT,4,55,0
Nat.mul_left_comm,5,SAT,2,705,0
Nat.min_def,0,UNKNOWN,22,11079,0
Nat.min_def,1,UNKNOWN,14,11075,1
Nat.add_lt_of_lt_sub,0,SAT,18,53,0
Nat.add_lt_of_lt_sub,1,SAT,16,504,0
Nat.add_lt_of_lt_sub,2,SAT,19,53,0
Nat.add_lt_of_lt_sub,3,SAT,11,54,0
Nat.add_lt_of_lt_sub,4,SAT,10,54,0
Nat.add_lt_of_lt_sub,5,SAT,10,104,0
Nat.add_lt_of_lt_sub,6,SAT,16,55,0
Nat.add_lt_of_lt_sub,7,SAT,22,156,0
Nat.ne_zero_iff_zero_lt,0,SAT,23,56,0
Nat.ne_zero_iff_zero_lt,1,SAT,18,57,0
Nat.gt_of_not_le,0,SAT,21,1012,0
Nat.gt_of_not_le,1,SAT,17,106,0
Nat.gt_of_not_le,2,SAT,17,55,0
Nat.gt_of_not_le,3,SAT,17,54,0
Nat.sub_one_eq_self,0,SAT,2,55,0
Nat.sub_eq_zero_of_le,0,SAT,3,56,0
Nat.sub_eq_zero_of_le,1,UNKNOWN,19,10330,0
Nat.sub_eq_zero_of_le,2,UNKNOWN,11,10275,0
Nat.eq_of_mul_eq_mul_right,0,SAT,5,56,0
Nat.eq_of_mul_eq_mul_right,1,SAT,10,54,0
Nat.eq_of_mul_eq_mul_right,2,SAT,13,54,0
Nat.eq_of_mul_eq_mul_right,3,UNSAT,19,53,1
Nat.eq_of_mul_eq_mul_right,4,SAT,20,56,0
Nat.eq_of_mul_eq_mul_right,5,UNSAT,22,56,0
Nat.not_lt,0,SAT,28,111,0
Nat.not_lt,1,SAT,33,111,0
Nat.not_lt,2,SAT,41,109,0
Nat.not_lt,3,SAT,40,110,0
Nat.sub_one_sub_lt_of_lt,0,SAT,52,865,0
Nat.sub_one_sub_lt_of_lt,1,UNKNOWN,18,11077,0
Nat.sub_one_sub_lt_of_lt,2,UNKNOWN,11,11078,0
Nat.sub_one_sub_lt_of_lt,3,SAT,17,53,0
Nat.ne_of_lt',0,SAT,2,55,0
Nat.ne_of_lt',1,SAT,9,53,0
Nat.ne_of_lt',2,SAT,10,54,0
Nat.lt_add_left,0,SAT,11,54,0
Nat.lt_add_left,1,SAT,11,106,0
Nat.lt_add_left,2,UNKNOWN,20,10227,1
Nat.lt_add_left,3,UNKNOWN,14,10274,0
Nat.lt_add_left,4,SAT,19,54,0
Nat.lt_add_left,5,SAT,16,53,0
Nat.lt_add_left,6,UNKNOWN,10,11077,0
Nat.lt_add_left,7,SAT,13,54,0
Nat.eq_zero_of_add_eq_zero_left,0,SAT,1,54,0
Nat.eq_zero_of_add_eq_zero_left,1,UNSAT,2,54,0
Nat.sub_succ_lt_self,0,SAT,19,105,0
Nat.sub_succ_lt_self,1,UNKNOWN,21,11083,0
Nat.sub_succ_lt_self,2,SAT,23,53,0
Nat.sub_succ_lt_self,3,UNKNOWN,13,11069,0
Nat.sub_one_lt,0,SAT,24,55,0
Nat.sub_one_lt,1,SAT,17,53,1
Nat.pow_succ,0,SAT,3,754,0
Nat.pow_succ,1,SAT,5,54,1
Nat.right_distrib,0,SAT,3,53,0
Nat.right_distrib,1,SAT,2,54,0
Nat.right_distrib,2,SAT,3,856,0
Nat.right_distrib,3,SAT,2,556,0
Nat.right_distrib,4,SAT,5,57,0
Nat.right_distrib,5,SAT,4,557,0
Nat.mul_succ,0,SAT,5,55,1
Nat.mul_succ,1,SAT,3,606,1
Nat.lt_add_right,0,SAT,16,54,0
Nat.lt_add_right,1,SAT,11,53,0
Nat.lt_add_right,2,UNKNOWN,11,11077,0
Nat.lt_add_right,3,SAT,17,53,0
Nat.lt_add_right,4,SAT,19,53,0
Nat.lt_add_right,5,UNKNOWN,12,11081,1
Nat.lt_add_right,6,UNKNOWN,15,11074,1
Nat.lt_add_right,7,SAT,16,53,0
Nat.add_sub_add_right,0,SAT,4,106,0
Nat.add_sub_add_right,1,SAT,2,54,0
Nat.add_sub_add_right,2,SAT,3,55,0
Nat.add_sub_add_right,3,SAT,2,105,0
Nat.add_sub_add_right,4,SAT,5,57,0
Nat.add_sub_add_right,5,SAT,6,57,0
Nat.pred_lt_of_lt,0,SAT,29,57,1
Nat.pred_lt_of_lt,1,SAT,27,108,1
Nat.pred_lt_of_lt,2,UNKNOWN,35,11131,0
Nat.eq_self_sub_one,0,SAT,2,54,0
Nat.le_sub_of_add_le,0,SAT,14,53,0
Nat.le_sub_of_add_le,1,SAT,12,54,0
